Time (msec);Timing Advance (degrees);PLX Engine Speed (rpm);PLX Manifold Absolute Pressure (bar);PLX O2 - Wideband (Lambda)
605151;35,00;2190;0,65;0,98
605349;35,00;2190;0,66;0,99
605548;35,50;2209;0,64;0,97
605747;35,50;2190;0,64;0,97
605945;35,50;2190;0,64;0,99
606150;36,00;2209;0,62;0,97
606350;35,50;2209;0,64;0,97
606550;35,50;2209;0,61;1,01
606748;36,00;2209;0,63;0,98
606924;36,50;2209;0,60;0,96
607122;36,50;2209;0,60;0,97
607320;36,50;2209;0,60;0,98
607515;36,50;2209;0,61;0,98
607713;36,00;2209;0,60;0,97
607911;36,00;2209;0,62;0,99
608085;36,50;2209;0,61;0,98
608282;36,50;2209;0,59;0,96
608476;36,50;2209;0,58;0,97
608674;36,50;2209;0,58;0,99
608872;36,50;2209;0,57;0,97
609080;37,00;2209;0,57;0,96
609304;36,50;2209;0,60;1,00
609504;35,50;2190;0,63;1,00
609721;34,00;2209;0,66;0,96
609918;33,00;2209;0,72;0,97
610115;33,00;2209;0,73;0,97
610316;32,50;2209;0,74;0,98
610514;32,50;2209;0,74;1,01
610690;32,00;2209;0,75;1,03
610885;32,00;2229;0,77;0,97
611086;31,50;2229;0,77;0,98
611282;31,50;2229;0,78;0,99
611480;31,00;2248;0,81;0,95
611676;30,00;2248;0,83;0,95
611873;29,50;2248;0,84;0,97
612072;29,00;2268;0,84;0,97
612246;29,00;2268;0,85;0,98
612443;29,00;2268;0,85;0,97
612640;28,50;2287;0,85;0,99
612839;28,50;2307;0,84;0,99
613035;28,50;2307;0,85;0,98
613232;28,50;2326;0,86;0,99
613432;27,50;2326;0,89;1,01
613605;27,00;2346;0,88;0,96
613805;27,00;2346;0,89;0,99
614000;27,00;2366;0,87;0,97
614199;27,00;2385;0,90;0,98
614397;27,00;2405;0,87;0,99
614594;27,50;2405;0,87;0,97
614770;28,00;2424;0,86;0,97
614969;28,50;2444;0,85;1,01
615166;29,50;2444;0,80;0,96
615365;35,50;2463;0,55;0,92
615562;41,00;2522;0,31;0,85
615778;21,50;2170;0,23;0,83
615973;31,50;2111;0,38;1,33
616182;34,50;2209;0,27;0,69
616381;23,00;2111;0,28;0,73
616559;31,00;2111;0,32;0,80
616756;34,50;2131;0,37;0,76
616956;37,00;2111;0,42;0,90
617155;37,00;2111;0,40;0,93
617358;37,00;2111;0,42;0,94
617536;36,50;2131;0,41;0,96
617736;35,50;2111;0,40;0,97
617935;35,00;2131;0,40;0,97
618134;34,50;2131;0,38;0,97
618335;34,00;2131;0,37;0,98
618540;33,00;2131;0,36;0,98
618739;32,00;2131;0,34;0,99
618934;31,50;2131;0,33;1,00
619133;31,50;2131;0,33;1,00
619328;31,50;2131;0,34;1,01
619520;31,00;2131;0,34;0,98
619719;31,00;2131;0,35;0,99
619918;36,50;2131;0,41;0,98
620117;37,00;2150;0,52;0,99
620316;35,50;2150;0,63;0,96
620512;34,50;2150;0,66;0,97
620712;34,00;2170;0,69;1,01
620908;34,50;2170;0,68;0,99
621111;35,50;2190;0,63;0,98
621310;35,50;2190;0,63;1,05
621506;36,00;2190;0,64;1,00
621706;36,50;2190;0,59;0,98
621885;37,00;2209;0,55;0,98
622082;37,50;2209;0,56;1,00
622279;37,50;2209;0,51;0,97
622478;38,00;2209;0,49;0,97
622675;38,50;2229;0,49;1,00
622850;38,50;2229;0,48;1,02
623046;38,50;2229;0,47;0,96
623243;39,00;2229;0,46;0,96
623442;39,00;2229;0,45;0,97
623642;39,50;2229;0,43;0,97
623832;39,00;2229;0,44;0,98
624030;39,00;2248;0,43;1,01
624231;39,00;2248;0,43;0,99
624405;39,00;2248;0,43;0,97
624603;38,50;2248;0,42;0,98
624804;38,00;2248;0,42;0,98
625001;38,00;2268;0,42;0,98
625197;38,00;2248;0,41;0,99
625374;38,00;2268;0,42;0,97
625576;38,00;2268;0,42;0,97
625755;37,50;2268;0,40;0,98
625972;38,00;2268;0,42;0,99
626172;37,50;2268;0,40;0,98
626373;37,50;2268;0,40;0,97
626570;36,50;2268;0,37;0,98
626742;35,00;2268;0,36;0,98
626941;34,50;2268;0,37;0,99
627145;34,50;2268;0,35;0,98
627344;34,00;2268;0,35;0,96
627519;33,50;2268;0,34;0,98
627714;32,50;2268;0,32;0,98
627911;32,00;2268;0,31;0,99
628109;32,00;2268;0,32;0,99
628308;31,00;2268;0,27;0,98
628508;31,50;2268;0,26;0,98
628685;31,00;2268;0,26;1,02
628878;31,00;2268;0,26;1,04
629080;31,00;2248;0,27;1,04
629278;31,00;2268;0,29;0,99
629452;31,00;2248;0,30;0,99
629652;31,00;2268;0,31;0,99
629872;32,50;2268;0,33;0,98
630068;33,00;2248;0,34;0,97
630268;34,00;2268;0,35;0,97
630469;33,50;2248;0,33;0,97
630667;33,00;2248;0,34;0,97
630865;33,50;2268;0,35;0,99
631041;34,00;2268;0,35;1,01
631240;34,00;2248;0,34;0,97
631439;34,00;2248;0,34;0,96
631637;34,00;2268;0,36;0,98
631834;34,00;2268;0,34;0,99
632030;34,00;2268;0,34;0,99
632233;34,00;2268;0,35;0,97
632437;34,00;2268;0,36;0,98
632636;34,00;2248;0,37;1,00
632835;34,00;2248;0,35;0,99
633034;34,00;2268;0,35;0,97
633209;34,00;2268;0,36;0,97
633407;34,00;2268;0,35;0,99
633605;34,00;2268;0,34;0,98
633805;33,50;2268;0,35;0,98
633981;34,00;2248;0,36;0,97
634181;34,50;2268;0,35;1,04
634357;34,50;2268;0,35;1,00
634555;34,50;2268;0,37;0,97
634752;35,00;2248;0,37;0,97
634952;35,50;2268;0,37;0,99
635125;36,00;2268;0,39;0,99
635323;36,50;2268;0,38;0,97
635520;36,50;2268;0,39;0,97
635717;36,50;2268;0,40;0,97
635916;37,00;2268;0,40;0,99
636114;37,50;2268;0,39;0,98
636311;37,50;2268;0,41;0,97
636488;38,00;2268;0,41;0,98
636688;38,00;2287;0,41;0,99
636862;38,00;2287;0,40;1,00
637060;38,00;2287;0,40;0,97
637258;38,00;2287;0,40;0,98
637456;37,50;2287;0,39;0,98
637655;37,50;2287;0,40;0,98
637860;37,50;2287;0,41;0,99
638074;37,00;2287;0,40;0,98
638274;36,50;2287;0,38;0,96
638475;36,00;2287;0,37;0,98
638652;36,00;2287;0,37;0,99
638849;35,50;2307;0,38;0,98
639048;35,50;2307;0,36;0,97
639245;35,50;2307;0,37;0,99
639420;36,00;2307;0,38;0,99
639620;36,00;2307;0,37;0,97
639796;36,50;2307;0,39;0,98
639994;37,00;2307;0,38;0,99
640193;37,00;2307;0,38;1,01
640391;36,50;2307;0,39;0,97
640568;36,50;2307;0,37;0,97
640766;36,50;2326;0,38;0,98
640964;37,00;2307;0,39;0,99
641137;37,00;2307;0,39;0,97
641337;37,00;2326;0,38;0,97
641534;37,00;2326;0,38;0,99
641719;36,50;2307;0,37;0,98
641894;36,00;2326;0,36;0,98
642093;35,50;2326;0,36;0,99
642291;35,00;2326;0,34;0,99
642466;34,50;2326;0,33;0,98
642665;34,00;2326;0,33;0,97
642866;33,00;2326;0,30;0,98
643066;32,00;2326;0,28;1,02
643271;32,00;2326;0,27;1,02
643471;32,00;2326;0,26;1,02
643643;31,50;2307;0,27;1,02
643842;32,00;2326;0,23;1,00
644041;31,50;2326;0,23;1,01
644243;31,50;2326;0,24;1,03
644449;31,50;2326;0,25;1,04
644644;32,00;2307;0,25;1,02
644843;31,50;2307;0,25;0,99
645041;31,50;2307;0,27;0,98
645239;31,50;2307;0,26;0,97
645439;31,50;2307;0,28;0,98
645649;31,50;2307;0,30;0,99
645845;31,50;2307;0,29;0,97
646043;32,00;2307;0,31;0,96
646234;32,50;2307;0,32;0,98
646432;32,50;2307;0,31;0,97
646631;33,00;2307;0,33;0,97
646832;33,50;2326;0,33;0,98
647009;34,00;2326;0,32;0,98
647205;34,00;2307;0,34;0,98
647403;34,50;2307;0,35;0,99
647599;35,00;2326;0,36;0,97
647799;35,50;2326;0,35;0,96
647998;36,00;2326;0,37;0,97
648173;36,50;2326;0,37;0,99
648371;37,00;2326;0,38;0,98
648571;37,00;2326;0,39;0,97
648746;37,50;2326;0,38;0,99
648926;37,50;2346;0,40;1,02
649125;38,00;2346;0,42;0,97
649325;38,50;2346;0,42;0,98
649528;38,50;2346;0,40;0,99
649729;39,00;2346;0,42;0,97
649927;39,00;2346;0,41;0,97
650124;39,00;2346;0,40;0,99
650320;39,50;2346;0,41;0,99
650518;39,50;2346;0,41;0,98
650715;39,50;2366;0,41;0,97
650913;39,50;2366;0,43;0,99
651088;40,00;2366;0,43;1,00
651283;40,00;2366;0,42;0,97
651483;40,00;2385;0,41;0,98
651680;40,00;2385;0,41;0,98
651876;39,50;2366;0,38;0,98
652074;38,00;2385;0,36;0,98
652273;36,50;2385;0,34;1,00
652472;36,00;2385;0,34;0,99
652668;35,50;2385;0,33;0,97
652843;34,50;2366;0,33;0,98
653040;34,50;2385;0,31;0,99
653237;33,50;2385;0,30;0,99
653439;33,00;2385;0,30;0,99
653635;33,00;2385;0,28;0,98
653833;33,00;2385;0,29;1,01
654038;33,00;2366;0,29;1,00
654235;33,00;2366;0,30;1,00
654433;33,00;2366;0,30;0,98
654630;33,00;2366;0,30;0,98
654828;33,50;2385;0,33;0,99
655027;35,00;2385;0,35;0,98
655232;36,00;2366;0,35;0,96
655418;36,00;2366;0,35;0,97
655594;36,00;2366;0,34;0,98
655793;36,00;2385;0,35;0,99
655969;36,00;2385;0,34;0,99
656170;36,00;2366;0,35;0,97
656370;36,00;2385;0,34;0,96
656545;36,00;2385;0,36;0,97
656739;36,00;2385;0,35;0,99
656937;36,00;2385;0,35;0,98
657144;35,50;2385;0,34;0,98
657341;35,00;2385;0,33;0,97
657542;35,00;2385;0,33;0,98
657741;35,00;2366;0,32;0,99
657941;35,00;2385;0,33;0,98
658140;35,00;2385;0,32;0,97
658342;35,00;2385;0,32;1,00
658553;35,00;2385;0,33;0,99
658752;35,50;2385;0,34;0,98
658954;35,50;2385;0,35;0,96
659152;35,50;2385;0,35;0,99
659351;34,50;2385;0,33;1,02
659548;34,00;2385;0,32;0,97
659744;34,00;2385;0,33;0,97
659945;34,50;2385;0,32;1,00
660118;34,50;2385;0,32;0,97
660315;34,50;2385;0,31;0,97
660511;34,00;2385;0,31;0,97
660707;34,00;2385;0,31;0,99
660919;34,00;2385;0,32;0,99
661116;34,00;2385;0,32;0,98
661311;34,00;2385;0,32;0,98
661511;34,00;2385;0,31;0,99
661711;34,00;2385;0,31;0,99
661910;34,00;2385;0,31;0,97
662085;34,00;2405;0,31;0,97
662282;34,00;2385;0,32;0,97
662481;34,00;2385;0,32;0,99
662680;34,00;2385;0,31;1,00
662871;34,50;2385;0,31;0,97
663070;34,50;2385;0,33;0,98
663269;35,00;2385;0,34;0,99
663443;35,00;2405;0,32;0,99
663643;34,50;2385;0,32;0,95
663841;35,00;2405;0,32;0,97
664041;34,50;2405;0,33;0,98
664215;34,00;2385;0,32;0,99
664410;34,00;2405;0,31;0,98
664608;34,00;2405;0,30;0,98
664794;34,50;2405;0,32;1,01
664994;34,50;2405;0,31;1,00
665192;34,50;2405;0,32;0,96
665393;34,50;2405;0,34;0,98
665591;34,50;2405;0,32;0,99
665789;35,00;2405;0,33;0,99
665991;34,50;2405;0,32;0,97
666164;34,50;2405;0,31;0,97
666363;35,00;2405;0,32;0,98
666561;35,00;2405;0,32;0,99
666759;35,00;2405;0,33;0,97
666934;35,00;2405;0,33;0,96
667134;35,00;2405;0,32;0,97
667333;34,50;2424;0,32;0,98
667532;35,00;2424;0,32;0,99
667730;34,50;2424;0,32;0,91
667927;34,00;2424;0,31;0,97
668151;34,00;2424;0,30;0,97
668350;33,50;2405;0,29;0,99
668526;33,00;2424;0,30;0,99
668724;33,00;2424;0,29;0,97
668924;33,00;2424;0,27;0,98
669120;33,00;2405;0,29;0,99
669293;33,00;2424;0,29;1,00
669492;33,00;2424;0,28;0,98
669690;33,50;2424;0,30;0,97
669891;33,50;2424;0,32;0,98
670068;34,00;2424;0,30;0,99
670266;34,00;2424;0,30;0,99
670465;34,50;2424;0,33;0,99
670666;34,50;2424;0,32;0,98
670870;34,50;2424;0,31;0,97
671069;35,00;2424;0,33;0,98
671269;35,00;2424;0,32;0,97
671461;35,00;2424;0,32;0,97
671660;35,00;2424;0,33;0,97
671859;35,00;2424;0,32;0,98
672056;35,50;2424;0,33;0,99
672256;35,50;2444;0,33;0,99
672457;35,00;2424;0,31;0,97
672656;34,50;2444;0,33;0,97
672855;34,00;2424;0,31;0,99
673050;33,50;2444;0,29;0,99
673249;33,00;2424;0,30;0,97
673448;33,00;2444;0,28;0,98
673623;33,00;2444;0,31;1,01
673817;33,00;2444;0,28;1,00
674018;33,00;2424;0,30;0,99
674216;33,00;2424;0,29;0,98
674393;33,00;2424;0,29;1,00
674589;33,00;2444;0,28;0,99
674788;33,00;2424;0,23;0,97
674987;33,00;2424;0,22;0,99
675196;33,00;2366;0,20;1,16
675375;22,50;2424;0,19;1,36
675575;22,50;2424;0,19;1,36
675768;22,50;2405;0,19;1,36
675966;22,50;2405;0,20;1,36
676165;22,50;2405;0,19;1,36
676361;22,50;2405;0,18;1,36
676560;22,50;2385;0,19;1,36
676735;22,50;2385;0,19;1,36
676930;22,50;2385;0,19;1,36
677106;22,50;2366;0,19;1,36
677310;22,50;2366;0,19;1,36
677509;22,50;2366;0,20;1,36
677709;22,50;2366;0,19;1,36
677905;22,00;2366;0,19;1,36
678104;22,00;2346;0,20;1,36
678304;22,00;2346;0,20;1,36
678504;22,00;2346;0,20;1,36
678701;22,00;2346;0,20;1,36
678902;22,00;2326;0,20;1,36
679081;22,00;2307;0,21;1,36
679278;22,00;2307;0,20;1,36
679475;22,00;2307;0,20;1,36
679674;22,00;2287;0,20;1,36
679871;21,50;2268;0,21;1,36
680069;21,50;2248;0,21;1,36
680268;21,50;2229;0,21;1,36
680467;21,50;2209;0,21;1,36
680672;21,50;2209;0,21;1,36
680848;21,00;2170;0,21;1,36
681042;21,00;2170;0,21;1,36
681242;21,00;2150;0,21;1,36
681432;21,00;2131;0,21;1,36
681629;21,00;2111;0,22;1,36
681857;20,50;2092;0,22;1,36
682045;20,50;2092;0,21;1,36
682242;20,50;2053;0,22;1,36
682442;20,50;2053;0,22;1,36
682618;20,50;2033;0,22;1,36
682813;20,00;2033;0,22;1,36
683011;20,00;2014;0,22;1,36
683212;20,00;1994;0,21;1,36
683409;20,00;1994;0,22;1,36
683608;20,00;1955;0,21;1,36
683780;20,00;1955;0,21;1,36
683980;19,50;1955;0,22;1,36
684179;19,50;1935;0,22;1,36
684379;19,50;1935;0,22;1,36
684578;19,50;1935;0,21;1,36
684789;19,50;1916;0,21;1,36
684990;19,50;1935;0,22;1,36
685192;19,50;1916;0,21;1,35
685391;19,50;1916;0,22;1,36
685591;19,50;1916;0,21;1,36
685789;19,50;1916;0,22;1,36
685988;19,50;1896;0,21;1,36
686189;19,50;1896;0,21;1,36
686393;19,50;1896;0,22;1,36
686591;19,50;1896;0,21;1,36
686791;19,50;1877;0,21;1,36
686966;19,50;1896;0,22;1,36
687165;19,50;1877;0,22;1,36
687363;19,50;1877;0,22;1,36
687538;19,50;1877;0,21;1,36
687736;19,00;1857;0,20;1,36
687934;19,00;1877;0,21;1,36
688131;19,00;1877;0,21;1,36
688329;19,00;1857;0,21;1,36
688505;19,00;1857;0,21;1,36
688704;19,00;1857;0,22;1,36
688905;19,00;1857;0,22;1,36
689115;19,00;1838;0,21;1,36
689311;19,00;1838;0,21;1,36
689506;19,00;1838;0,21;1,36
689703;19,00;1838;0,22;1,36
689914;19,00;1838;0,21;1,36
690112;19,00;1838;0,22;1,36
690311;19,00;1818;0,22;1,36
690485;19,00;1818;0,21;1,36
690687;19,00;1818;0,21;1,36
690887;19,00;1818;0,22;1,36
691111;19,00;1799;0,21;1,36
691311;19,00;1799;0,21;1,36
691484;19,00;1799;0,21;1,36
691673;19,00;1799;0,21;1,36
691873;19,00;1799;0,22;1,36
692076;19,00;1799;0,22;1,36
692275;18,50;1799;0,22;1,36
692475;18,50;1799;0,22;1,36
692650;18,50;1779;0,22;1,36
692847;18,50;1779;0,22;1,36
693044;18,50;1760;0,22;1,36
693242;18,50;1760;0,22;1,36
693439;18,50;1760;0,22;1,36
693636;18,50;1760;0,22;1,36
693836;18,50;1760;0,23;1,36
694011;18,50;1740;0,22;1,36
694210;18,50;1740;0,22;1,36
694410;18,50;1740;0,23;1,36
694607;18,50;1740;0,22;1,36
694794;18,00;1720;0,23;1,36
694992;18,00;1720;0,22;1,36
695190;18,00;1701;0,22;1,36
695389;18,00;1720;0,22;1,36
695588;18,00;1701;0,22;1,36
695785;18,00;1681;0,22;1,36
695957;18,00;1681;0,22;1,36
696137;18,00;1662;0,22;1,36
696337;18,00;1662;0,22;1,36
696533;18,00;1662;0,23;1,36
696732;18,00;1662;0,24;1,36
696927;18,00;1642;0,23;1,36
697122;18,00;1642;0,22;1,35
697321;18,00;1642;0,22;1,31
697520;18,00;1642;0,23;1,29
697716;18,00;1623;0,23;1,27
697913;17,50;1603;0,22;1,22
698114;17,50;1623;0,23;1,15
698314;17,50;1603;0,23;1,15
698515;17,50;1603;0,22;1,14
698706;17,50;1603;0,22;1,14
698910;17,50;1603;0,22;1,11
699107;17,50;1603;0,21;1,12
699307;17,50;1603;0,22;1,11
699488;17,50;1603;0,23;1,09
699686;17,50;1603;0,21;1,09
699886;17,50;1584;0,22;1,07
700086;17,50;1584;0,22;1,05
700283;17,50;1564;0,23;1,05
700480;17,50;1564;0,21;1,05
700680;17,50;1564;0,24;1,04
700880;17,50;1564;0,22;1,04
701081;17,50;1564;0,21;1,02
701273;17,50;1564;0,23;1,02
701472;17,00;1584;0,24;1,00
701669;17,50;1564;0,23;1,03
701867;17,50;1544;0,22;1,01
702074;17,50;1544;0,22;0,99
702272;17,00;1544;0,22;0,99
702467;17,50;1544;0,22;0,97
702661;17,00;1544;0,22;0,98
702857;17,00;1544;0,22;0,96
703057;17,00;1544;0,24;0,98
703257;17,00;1544;0,23;1,00
703455;17,00;1544;0,21;1,01
703653;17,00;1544;0,21;1,00
703831;17,00;1544;0,23;0,98
704006;17,00;1525;0,22;0,96
704206;17,00;1525;0,21;0,97
704405;17,00;1525;0,23;0,98
704629;17,00;1525;0,21;1,01
704831;17,00;1525;0,23;1,00
705029;17,00;1505;0,22;0,96
705202;17,00;1525;0,22;0,96
705401;17,00;1525;0,22;0,97
705601;17,00;1505;0,21;0,97
705798;17,00;1505;0,22;0,99
705995;17,00;1505;0,22;0,98
706169;17,00;1486;0,22;0,97
706370;17,00;1486;0,22;0,97
706569;16,50;1486;0,23;0,97
706765;17,00;1466;0,22;0,99
706961;16,50;1466;0,22;1,00
707137;16,50;1447;0,22;0,98
707337;16,50;1447;0,23;0,98
707537;16,50;1427;0,23;0,97
707738;16,50;1388;0,23;0,97
707938;16,50;1388;0,23;0,98
708136;16,00;1388;0,23;0,97
708336;16,00;1388;0,23;0,99
708536;16,00;1368;0,24;0,98
708710;16,00;1368;0,24;0,98
708909;16,00;1349;0,24;0,97
709101;16,00;1329;0,24;0,97
709301;16,00;1329;0,25;0,98
709496;16,00;1310;0,25;0,98
709694;15,50;1310;0,24;0,98
709895;15,50;1290;0,26;0,99
710069;15,50;1290;0,25;0,99
710267;15,50;1271;0,26;0,98
710465;15,50;1271;0,25;0,98
710664;15,50;1271;0,26;0,98
710866;15,50;1271;0,26;0,97
711065;15,50;1251;0,25;0,97
711266;15,50;1271;0,26;0,98
711465;15,50;1251;0,26;0,98
711696;15,50;1251;0,27;1,02
711894;15,50;1251;0,25;1,02
712092;15,50;1251;0,25;1,00
712288;15,50;1251;0,25;0,99
712488;15,50;1232;0,25;0,98
712662;16,00;1251;0,25;0,99
712862;15,50;1232;0,25;1,00
713061;15,50;1232;0,25;0,99
713236;16,00;1232;0,26;0,97
713432;16,00;1212;0,27;0,98
713631;14,50;1212;0,27;0,97
713831;14,50;1212;0,26;0,97
714005;15,00;1212;0,25;0,97
714202;15,50;1193;0,27;0,98
714399;14,50;1193;0,28;0,98
714597;15,50;1212;0,26;0,98
714795;15,00;1193;0,27;0,98
715002;15,00;1193;0,27;1,01
715201;15,00;1193;0,27;1,00
715381;14,00;1193;0,27;0,99
715580;14,50;1193;0,26;0,98
715780;15,00;1212;0,27;0,97
715958;15,00;1193;0,26;0,98
716156;14,50;1193;0,27;1,01
716332;14,00;1193;0,27;1,01
716530;15,00;1193;0,25;1,00
716727;15,00;1193;0,27;0,98
716924;14,50;1212;0,26;0,97
717122;14,50;1212;0,27;0,97
717320;14,00;1193;0,26;0,97
717519;14,50;1212;0,27;0,97
717716;15,00;1193;0,29;1,00
717912;15,50;1193;0,29;0,98
718087;15,00;1212;0,32;0,99
718288;15,00;1212;0,33;0,97
718462;15,00;1212;0,32;0,94
718661;15,50;1212;0,34;0,91
718858;22,50;1212;0,35;0,93
719033;22,50;1232;0,34;0,93
719230;22,50;1212;0,33;0,88
719432;22,50;1232;0,34;0,91
719632;22,50;1232;0,35;0,94
719806;22,00;1232;0,31;0,94
720006;14,50;1232;0,32;0,96
720204;15,00;1232;0,32;0,96
720379;15,50;1232;0,31;1,09
720579;18,00;1232;0,29;1,14
720778;16,50;1232;0,28;1,13
720981;16,00;1232;0,28;1,09
721183;16,00;1232;0,28;1,07
721379;16,50;1232;0,27;1,11
721575;15,50;1232;0,27;1,09
721777;16,00;1251;0,26;1,08
721976;15,00;1232;0,27;1,07
722175;15,50;1232;0,27;1,10
722379;15,00;1251;0,27;1,08
722581;15,50;1232;0,26;1,11
722755;16,00;1232;0,26;1,11
722954;16,00;1232;0,26;1,07
723154;16,50;1232;0,26;1,08
723351;15,50;1232;0,27;1,08
723527;15,50;1232;0,27;1,07
723727;15,50;1232;0,28;1,05
723927;15,50;1251;0,28;1,04
724128;15,50;1251;0,28;1,04
724314;15,50;1251;0,28;1,03
724515;15,50;1232;0,28;1,01
724711;15,50;1232;0,28;1,01
724921;15,50;1232;0,28;1,01
725119;15,50;1232;0,28;1,00
725319;15,50;1251;0,27;1,00
725516;16,50;1251;0,28;0,99
725715;16,00;1251;0,28;0,98
725887;16,00;1232;0,28;0,99
726066;15,50;1251;0,27;0,99
726262;15,50;1251;0,27;1,00
726459;15,50;1251;0,27;0,99
726659;15,50;1251;0,27;0,99
726833;15,50;1251;0,27;0,99
727032;15,50;1251;0,27;0,99
727230;15,50;1232;0,27;0,99
727402;15,50;1251;0,26;0,97
727577;16,00;1251;0,26;0,97
727749;15,50;1251;0,26;0,98
727949;15,50;1251;0,26;1,00
728148;15,50;1232;0,26;0,99
728350;16,00;1232;0,26;1,00
728527;15,50;1232;0,26;0,99
728725;15,50;1251;0,26;0,98
728951;15,50;1251;0,26;0,98
729151;15,50;1251;0,26;0,97
729348;15,50;1232;0,26;0,98
729548;15,50;1232;0,26;0,99
729745;15,50;1232;0,26;1,00
729939;15,00;1212;0,28;1,03
730136;16,50;1212;0,27;1,02
730333;17,50;1193;0,26;0,99
730507;18,50;1193;0,28;0,99
730706;16,00;1193;0,26;0,98
730905;15,50;1173;0,28;0,96
731103;15,00;1193;0,26;0,95
731322;15,50;1193;0,27;0,97
731522;15,00;1193;0,26;0,98
731718;14,00;1193;0,27;0,99
731915;15,00;1193;0,25;1,00
732115;15,00;1193;0,27;0,98
732314;15,00;1173;0,26;0,98
732490;14,50;1173;0,27;0,97
732688;14,50;1153;0,27;0,97
732886;14,00;1173;0,26;0,98
733085;15,00;1173;0,28;0,98
733269;15,00;1173;0,27;0,98
733472;14,50;1173;0,26;0,98
733672;14,00;1173;0,27;0,98
733848;14,00;1193;0,27;0,98
734069;14,50;1173;0,26;0,98
734266;15,00;1173;0,27;0,99
734441;14,50;1173;0,27;1,01
734638;14,50;1173;0,26;0,99
734833;13,50;1173;0,27;0,97
735033;15,00;1173;0,28;0,97
735232;14,50;1173;0,27;0,97
735406;14,00;1173;0,26;0,97
735604;14,50;1173;0,27;0,97
735807;15,00;1173;0,27;0,98
735981;14,00;1173;0,26;0,99
736175;14,50;1173;0,27;0,99
736373;14,50;1173;0,27;0,99
736573;15,00;1173;0,27;0,99
736770;15,00;1173;0,27;0,99
736965;15,00;1153;0,27;0,99
737168;15,00;1173;0,28;1,00
737366;14,50;1153;0,27;0,99
737569;14,00;1153;0,26;0,99
737754;15,00;1153;0,27;0,99
737952;15,00;1173;0,28;0,99
738152;14,00;1153;0,27;0,98
738351;14,50;1153;0,27;0,97
738555;14,00;1153;0,27;0,97
738754;15,50;1153;0,27;0,96
738950;14,50;1134;0,27;0,97
739149;15,50;1134;0,27;0,97
739349;15,00;1134;0,27;0,97
739524;14,50;1134;0,27;0,98
739723;14,50;1134;0,27;0,98
739920;15,50;1134;0,28;0,98
740118;14,50;1114;0,27;0,98
740312;16,00;1095;0,28;0,98
740512;14,50;1095;0,28;0,98
740709;15,00;1095;0,28;0,98
740882;14,00;1095;0,28;0,98
741082;15,00;1095;0,29;0,98
741280;14,50;1075;0,29;0,98
741477;14,50;1075;0,29;0,98
741652;14,50;1095;0,29;0,98
741853;14,50;1095;0,29;1,03
742050;14,00;1075;0,29;1,01
742235;14,00;1075;0,29;0,99
742437;14,50;1075;0,30;0,99
742637;19,50;1114;0,37;0,98
742842;27,00;1075;0,50;0,96
743043;26,50;1095;0,55;0,88
743240;26,50;1095;0,55;0,93
743439;27,00;1095;0,53;0,95
743641;28,00;1095;0,50;0,95
743815;27,00;1095;0,46;0,97
744014;14,50;1017;0,36;1,01
744239;16,00;1075;0,32;1,04
744438;18,50;1036;0,39;1,05
744639;25,00;1271;0,36;1,05
744837;23,00;1290;0,35;0,89
745036;24,00;1544;0,33;0,91
745233;25,00;1525;0,34;1,02
745432;27,50;1525;0,37;1,02
745632;29,00;1525;0,41;0,97
745831;29,00;1525;0,37;0,96
746038;29,00;1544;0,40;0,96
746240;27,50;1544;0,35;0,97
746437;27,00;1544;0,35;0,97
746638;27,00;1544;0,36;0,97
746814;25,00;1544;0,35;0,97
746993;23,50;1544;0,33;0,98
747193;23,00;1544;0,30;0,97
747393;22,50;1544;0,29;1,03
747568;22,50;1544;0,28;1,02
747765;22,50;1544;0,28;0,98
747961;22,50;1544;0,30;0,98
748161;22,50;1525;0,29;0,99
748360;22,50;1525;0,27;1,00
748557;22,50;1525;0,28;1,01
748752;22,50;1525;0,25;0,99
748927;22,50;1525;0,26;0,97
749125;22,50;1525;0,26;0,98
749324;22,50;1525;0,27;0,98
749521;22,50;1525;0,26;1,01
749719;22,50;1525;0,26;1,01
749910;22,50;1486;0,26;0,99
750110;17,00;1505;0,25;0,98
750312;17,00;1466;0,24;0,99
750511;16,50;1466;0,24;1,04
750715;17,00;1427;0,25;1,02
750913;16,50;1427;0,26;0,99
751109;16,50;1447;0,26;0,96
751307;16,50;1427;0,27;0,94
751503;16,50;1427;0,27;0,93
751699;16,50;1408;0,28;0,93
751898;16,50;1408;0,29;0,93
752098;22,50;1388;0,29;0,94
752275;22,50;1388;0,30;0,95
752474;22,50;1388;0,30;0,90
752673;22,50;1368;0,30;0,94
752847;22,50;1368;0,31;0,95
753047;22,00;1329;0,29;0,97
753272;17,50;1153;0,26;0,98
753472;16,50;1075;0,37;1,00
753669;27,50;1525;0,56;1,10
753868;30,50;1662;0,33;0,88
754041;24,00;1799;0,29;1,24
754240;26,00;1760;0,32;1,15
754438;29,00;1720;0,37;0,91
754637;30,00;1701;0,39;0,97
754834;30,00;1701;0,38;1,01
755009;29,50;1681;0,38;1,03
755205;27,50;1681;0,36;0,99
755404;26,50;1662;0,34;0,99
755601;25,50;1681;0,33;0,98
755801;25,50;1662;0,32;0,99
755998;25,50;1642;0,34;0,98
756194;25,50;1623;0,33;0,97
756370;25,50;1603;0,33;1,00
