Tune Datalog export of DL
Tune file: Race map for Sunday - TPS disabled4.bin
Total Frames: 7976
Duration :00:04:59.547
Frame,Duration,RPM,VSS(kmh),Gear,MAP(mBar),Boost(psi),PA(mBar),TPS(%),TPS Voltage(v),INJ Duration(ms),INJ Duty(%),Fuel Value,IGN Table(degrees),IGN Final(degrees),ECT(C),IAT(C),A/F Ratio,D14(v),BAT Voltage(v),ELD Voltage(v),MAP Voltage(v),MIL
3982,148.08,2182,41,3,263,0,4082,0,0.47,0.38,1.00,118.75,29.00,29.50,101,50,15.89,3.00,13.77,4.55,0.27,OFF
3983,148.13,2157,41,3,263,0,4082,0,0.47,0.38,1.00,119.00,28.75,29.25,101,50,16.48,3.25,13.87,4.57,0.27,OFF
3984,148.16,2155,40,3,279,0,4082,0,0.47,0.39,1.00,122.00,28.50,29.00,101,50,15.69,2.92,13.87,4.55,0.29,OFF
3985,148.208,2135,40,3,263,0,4082,0,0.47,0.39,1.00,121.75,28.00,28.50,101,50,16.46,3.24,13.87,4.57,0.27,OFF
3986,148.239,2094,40,3,279,0,4082,0,0.47,0.39,1.00,121.75,28.25,28.75,101,50,16.17,3.12,14.06,4.55,0.29,OFF
3987,148.287,2087,39,3,279,0,4082,0,0.47,0.39,1.00,121.75,27.75,28.25,101,50,16.08,3.08,14.06,4.57,0.29,OFF
3988,148.319,2087,40,3,279,0,4082,0,0.47,0.39,1.00,122.50,27.75,28.25,101,50,16.22,3.14,13.77,4.57,0.29,OFF
3989,148.369,2064,39,3,279,0,4082,0,0.47,0.39,1.00,122.50,27.75,28.25,101,50,15.79,2.96,13.77,4.57,0.29,OFF
3990,148.399,2049,39,3,279,0,4082,0,0.47,0.39,1.00,122.50,27.50,28.00,101,50,16.22,3.14,13.87,4.55,0.29,OFF
3991,148.448,2027,38,3,279,0,4082,0,0.47,0.39,1.00,122.75,27.00,27.50,101,50,15.69,2.92,13.87,4.55,0.29,OFF
3992,148.479,2011,38,3,279,0,4082,0,0.47,0.39,1.00,122.25,27.00,27.50,101,50,15.79,2.96,14.06,4.57,0.29,OFF
3993,148.528,2016,38,3,279,0,4082,0,0.47,0.39,1.00,122.25,26.75,27.50,101,50,15.74,2.94,14.06,4.57,0.29,OFF
3994,148.559,2001,38,3,279,0,4082,0,0.47,0.39,1.00,122.50,27.00,27.50,101,50,15.50,2.84,13.77,4.55,0.29,OFF
3995,148.593,1953,37,3,279,0,4082,0,0.47,0.39,1.00,122.75,26.25,26.75,101,50,15.69,2.92,13.77,4.57,0.29,OFF
3996,148.624,1936,36,3,279,0,4082,0,0.47,0.39,1.00,122.75,26.00,26.50,101,50,16.13,3.10,13.77,4.55,0.29,OFF
3997,148.656,1884,36,3,295,0,4082,0,0.47,0.39,1.00,122.25,25.50,26.00,101,50,16.17,3.12,13.77,4.55,0.31,OFF
3998,148.704,1854,35,3,295,0,4082,0,0.47,0.40,1.00,125.25,25.00,25.50,101,50,15.50,2.84,14.06,4.57,0.31,OFF
3999,148.739,1827,35,3,295,0,4082,0,0.47,0.40,1.00,124.25,24.75,25.25,101,50,16.08,3.08,14.06,4.57,0.31,OFF
4000,148.785,1822,35,3,295,0,4082,0,0.47,0.40,1.00,124.25,24.75,25.25,101,50,16.46,3.24,13.87,4.55,0.31,OFF
4001,148.817,1834,34,3,295,0,4082,0,0.47,0.40,1.00,124.75,25.00,25.50,101,50,16.48,3.25,13.87,4.55,0.31,OFF
4002,148.85,1813,34,3,311,0,4082,0,0.47,0.42,1.00,130.00,24.75,25.25,101,50,16.13,3.10,13.87,4.57,0.33,OFF
4003,148.881,1813,34,3,311,0,4082,0,0.47,0.42,1.00,130.00,24.75,25.25,101,50,16.13,3.10,13.96,4.55,0.33,OFF
4004,148.911,1815,34,3,311,0,4082,0,0.47,0.41,1.00,129.50,24.75,25.25,101,50,16.13,3.10,13.96,4.55,0.33,OFF
4005,148.96,1832,34,3,311,0,4082,0,0.47,0.41,1.00,129.50,24.75,25.50,101,50,16.13,3.10,13.87,4.55,0.33,OFF
4006,148.99,1823,34,3,311,0,4082,0,0.47,0.42,1.00,130.00,24.75,25.25,101,50,16.13,3.10,13.87,4.55,0.33,OFF
4007,149.04,1832,34,3,311,0,4082,0,0.47,0.42,1.00,130.00,25.00,25.50,101,50,15.93,3.02,13.77,4.55,0.33,OFF
4008,149.07,1829,34,3,311,0,4082,0,0.47,0.42,1.00,130.25,24.75,25.25,101,50,16.41,3.22,13.77,4.55,0.33,OFF
4009,149.105,1840,34,3,311,0,4082,0,0.47,0.42,1.00,130.25,25.00,25.50,101,50,16.48,3.25,13.77,4.57,0.33,OFF
4010,149.138,1849,34,3,311,0,4082,0,0.47,0.42,1.00,130.25,25.00,25.50,101,50,15.65,2.90,13.77,4.55,0.33,OFF
4011,149.183,1841,34,3,311,0,4082,0,0.47,0.42,1.00,130.25,25.00,25.50,101,50,16.27,3.16,13.77,4.55,0.33,OFF
4012,149.217,1802,34,3,311,0,4082,0,0.47,0.41,1.00,129.25,24.50,25.00,101,50,15.79,2.96,14.06,4.55,0.33,OFF
4013,149.251,1767,34,3,311,0,4082,0,0.47,0.41,1.00,129.25,24.00,24.50,101,50,15.55,2.86,14.06,4.55,0.33,OFF
4014,149.28,1784,33,3,328,0,4082,0,0.47,0.43,1.00,134.75,24.25,24.75,101,50,16.13,3.10,13.96,4.55,0.35,OFF
4015,149.314,1778,33,3,311,0,4082,0,0.47,0.43,1.00,134.75,24.00,24.50,101,50,15.50,2.84,13.96,4.57,0.33,OFF
4016,149.347,1792,33,3,328,0,4082,0,0.47,0.41,1.00,129.50,24.25,24.75,101,50,16.13,3.10,13.96,4.55,0.35,OFF
4017,149.376,1792,33,3,311,0,4082,0,0.47,0.43,1.00,135.00,24.25,24.75,101,50,15.55,2.86,13.77,4.55,0.33,OFF
4018,149.409,1806,33,3,311,0,4082,0,0.47,0.43,1.00,135.25,24.50,25.00,101,50,17.30,3.84,13.77,4.55,0.33,OFF
4019,149.443,1806,33,3,311,0,4082,0,0.47,0.42,1.00,130.00,24.50,25.00,101,50,17.30,3.84,13.77,4.55,0.33,OFF
4020,149.473,1811,33,3,311,0,4082,0,0.47,0.43,1.00,135.25,24.50,25.00,101,50,17.30,3.88,13.87,4.55,0.33,OFF
4021,149.507,1809,33,3,311,0,4082,0,0.47,0.41,1.00,129.75,24.50,25.00,101,50,17.30,3.88,13.87,4.55,0.33,OFF
4022,149.55,1815,33,3,311,0,4082,0,0.47,0.42,1.00,130.00,24.75,25.25,101,50,16.32,3.18,13.96,4.55,0.33,OFF
4023,149.585,1787,33,3,311,0,4082,0,0.47,0.41,1.00,129.50,24.25,24.75,101,50,16.13,3.10,13.96,4.55,0.33,OFF
4024,149.619,1772,33,3,311,0,4082,0,0.47,0.41,1.00,129.50,24.00,24.50,101,50,15.41,2.80,13.87,4.55,0.33,OFF
4025,149.648,1757,33,3,311,0,4082,0,0.47,0.41,1.00,129.50,24.00,24.50,101,50,16.58,3.29,13.87,4.57,0.33,OFF
4026,149.68,1772,33,3,328,0,4082,0,0.47,0.41,1.00,129.75,24.00,24.50,101,50,15.31,2.76,13.87,4.57,0.35,OFF
4027,149.712,1762,33,3,311,0,4082,0,0.47,0.43,1.00,135.25,24.00,24.50,101,50,16.17,3.12,13.87,4.57,0.33,OFF
4028,149.742,1770,33,3,311,0,4082,0,0.47,0.41,1.00,129.75,24.00,24.50,101,50,16.32,3.18,13.87,4.57,0.33,OFF
4029,149.776,1777,33,3,311,0,4082,0,0.47,0.41,1.00,129.75,24.00,24.50,101,50,16.27,3.16,14.16,4.55,0.33,OFF
4030,149.807,1790,33,3,311,0,4082,0,0.47,0.43,1.00,134.50,24.25,24.75,101,50,15.93,3.02,14.16,4.55,0.33,OFF
4031,149.836,1795,33,3,328,0,4082,0,0.47,0.41,1.00,129.25,24.25,24.75,101,50,16.08,3.08,14.16,4.57,0.35,OFF
4032,149.869,1799,33,3,311,0,4082,0,0.47,0.41,1.00,129.25,24.50,25.00,101,50,16.32,3.18,14.06,4.57,0.33,OFF
4033,149.901,1802,33,3,311,0,4082,0,0.47,0.41,1.00,129.25,24.50,25.00,101,50,15.93,3.02,14.06,4.55,0.33,OFF
4034,149.931,1795,33,3,311,0,4082,0,0.47,0.41,1.00,129.25,24.25,24.75,101,50,16.46,3.24,14.06,4.55,0.33,OFF
4035,149.965,1762,33,3,328,0,4082,0,0.47,0.42,1.00,130.00,24.00,24.50,101,50,16.22,3.14,13.77,4.55,0.35,OFF
4036,149.998,1749,33,3,311,0,4082,0,0.47,0.42,1.00,130.25,24.00,24.25,101,50,16.22,3.14,13.77,4.57,0.33,OFF
4037,150.028,1758,33,3,311,0,4082,0,0.47,0.43,1.00,135.50,24.00,24.50,101,50,16.08,3.08,13.77,4.55,0.33,OFF
4038,150.063,1749,33,3,311,0,4082,0,0.47,0.43,1.00,135.50,24.00,24.25,101,50,16.22,3.14,13.77,4.55,0.33,OFF
4039,150.094,1758,33,3,311,0,4082,0,0.47,0.43,1.00,135.50,24.00,24.50,101,50,15.69,2.92,13.77,4.55,0.33,OFF
4040,150.125,1757,33,3,328,0,4082,0,0.47,0.43,1.00,135.50,24.00,24.50,101,50,15.55,2.86,13.77,4.55,0.35,OFF
4041,150.174,1767,33,3,328,0,4082,0,0.47,0.43,1.00,135.50,24.00,24.50,101,50,16.41,3.22,13.77,4.55,0.35,OFF
4042,150.209,1778,33,3,344,0,4082,0,0.47,0.45,1.00,140.25,24.00,24.50,101,50,16.46,3.24,14.06,4.55,0.37,OFF
4043,150.238,1792,33,3,376,0,4082,0,0.47,0.46,1.00,145.50,24.25,24.75,101,50,16.27,3.16,14.06,4.55,0.41,OFF
4044,150.269,1789,32,3,376,0,4082,0,0.47,0.48,1.00,150.75,24.25,24.75,101,50,16.41,3.22,13.96,4.55,0.41,OFF
4045,150.317,1742,33,3,425,0,4082,0,0.47,0.53,1.00,167.75,23.50,24.00,101,50,17.30,3.84,13.96,4.57,0.47,OFF
4046,150.347,1739,33,3,441,0,4082,0,0.47,0.53,1.00,167.00,23.50,24.00,101,50,17.30,3.84,13.77,4.55,0.49,OFF
4047,150.378,1752,32,3,458,0,4082,0,0.47,0.55,1.00,173.00,24.00,24.50,101,50,17.30,3.88,13.77,4.57,0.51,OFF
4048,150.409,1772,32,3,441,0,4082,0,0.47,0.54,1.00,170.75,24.00,24.50,101,50,17.30,3.88,13.77,4.57,0.49,OFF
4049,150.439,1775,32,3,409,0,4082,0,0.47,0.54,1.00,168.00,24.00,24.50,101,50,17.30,3.78,13.96,4.57,0.45,OFF
4050,150.488,1749,32,3,393,0,4082,0,0.47,0.52,1.00,162.00,23.75,24.25,101,50,15.89,3.00,13.96,4.55,0.43,OFF
4051,150.519,1736,32,3,393,0,4082,0,0.47,0.50,1.00,156.25,23.50,24.00,101,50,16.48,3.25,13.77,4.55,0.43,OFF
4052,150.565,1768,32,3,376,0,4082,0,0.47,0.49,1.00,152.00,24.00,24.50,101,50,15.93,3.02,13.77,4.57,0.41,OFF
4053,150.597,1773,32,3,360,0,4082,0,0.47,0.48,1.00,151.75,24.00,24.50,101,50,16.27,3.16,14.06,4.55,0.39,OFF
4054,150.645,1763,32,3,344,0,4082,0,0.47,0.46,1.00,145.75,24.00,24.50,101,50,16.48,3.25,14.06,4.57,0.37,OFF
4055,150.692,1747,32,3,344,0,4082,0,0.47,0.45,1.00,140.25,23.75,24.25,101,50,16.17,3.12,13.87,4.57,0.37,OFF
4056,150.742,1752,32,3,344,0,4082,0,0.47,0.45,1.00,140.75,24.00,24.50,101,50,16.46,3.24,13.87,4.57,0.37,OFF
4057,150.772,1765,32,3,344,0,4082,0,0.47,0.45,1.00,140.75,24.00,24.50,101,50,16.48,3.25,13.87,4.55,0.37,OFF
4058,150.821,1749,32,3,344,0,4082,0,0.47,0.45,1.00,140.75,23.75,24.25,101,50,15.89,3.00,13.87,4.55,0.37,OFF
4059,150.852,1749,32,3,328,0,4082,0,0.47,0.45,1.00,140.75,23.75,24.25,101,50,16.08,3.08,13.77,4.55,0.35,OFF
4060,150.901,1753,32,3,328,0,4082,0,0.47,0.45,1.00,141.00,24.00,24.50,101,50,15.50,2.84,13.77,4.57,0.35,OFF
4061,150.932,1752,32,3,344,0,4082,0,0.47,0.45,1.00,141.00,24.00,24.50,101,50,15.69,2.92,13.96,4.55,0.37,OFF
4062,150.966,1745,32,3,344,0,4082,0,0.47,0.45,1.00,140.50,23.75,24.25,101,50,16.13,3.10,13.96,4.57,0.37,OFF
4063,150.995,1740,32,3,328,0,4082,0,0.47,0.45,1.00,140.50,23.75,24.25,101,50,16.32,3.18,13.96,4.57,0.35,OFF
4064,151.027,1742,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.75,24.25,101,50,15.84,2.98,14.06,4.57,0.35,OFF
4065,151.078,1747,32,3,328,0,4082,0,0.47,0.45,1.00,140.25,23.75,24.25,101,50,15.50,2.84,14.06,4.55,0.35,OFF
4066,151.109,1768,32,3,328,0,4082,0,0.47,0.43,1.00,134.75,24.00,24.50,101,50,16.22,3.14,13.96,4.55,0.35,OFF
4067,151.156,1742,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.75,24.25,101,50,15.31,2.76,13.96,4.55,0.35,OFF
4068,151.187,1737,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.75,24.25,101,50,16.22,3.14,13.77,4.55,0.35,OFF
4069,151.236,1744,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.75,24.25,101,50,16.13,3.10,13.77,4.57,0.35,OFF
4070,151.268,1739,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.75,24.25,101,50,15.79,2.96,13.96,4.57,0.35,OFF
4071,151.318,1737,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.75,24.25,101,50,16.46,3.24,13.96,4.57,0.35,OFF
4072,151.348,1731,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.50,24.00,101,50,16.41,3.22,14.06,4.57,0.35,OFF
4073,151.382,1732,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.50,24.00,101,50,15.89,3.00,14.06,4.57,0.35,OFF
4074,151.411,1726,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.50,24.00,101,50,15.89,3.00,13.96,4.57,0.35,OFF
4075,151.431,1731,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.50,24.00,101,50,15.45,2.82,13.96,4.55,0.35,OFF
4076,151.462,1742,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.75,24.25,101,50,15.50,2.84,13.96,4.55,0.35,OFF
4077,151.492,1742,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.75,24.25,101,50,15.50,2.84,13.96,4.55,0.35,OFF
4078,151.523,1747,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.75,24.25,101,50,16.17,3.12,13.77,4.55,0.35,OFF
4079,151.572,1710,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.25,23.75,101,50,16.46,3.24,13.77,4.57,0.35,OFF
4080,151.604,1706,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.25,23.75,101,50,15.36,2.78,13.87,4.55,0.35,OFF
4081,151.652,1718,32,3,328,0,4082,0,0.47,0.43,1.00,135.25,23.25,23.75,101,50,16.08,3.08,13.96,4.55,0.35,OFF
4082,151.685,1724,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.50,24.00,101,50,16.32,3.18,13.96,4.55,0.35,OFF
4083,151.733,1739,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.75,24.25,101,50,17.30,3.84,13.96,4.55,0.35,OFF
4084,151.764,1729,32,3,328,0,4082,0,0.47,0.43,1.00,135.25,23.50,24.00,101,50,17.30,3.88,13.87,4.55,0.35,OFF
4085,151.814,1713,32,3,328,0,4082,0,0.47,0.43,1.00,135.25,23.25,23.75,101,50,17.30,3.88,13.87,4.57,0.35,OFF
4086,151.845,1718,32,3,328,0,4082,0,0.47,0.43,1.00,135.25,23.25,23.75,101,50,16.13,3.10,13.77,4.55,0.35,OFF
4087,151.895,1739,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.75,24.25,101,50,16.48,3.25,13.77,4.55,0.35,OFF
4088,151.926,1724,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.50,24.00,101,50,15.93,3.02,13.96,4.55,0.35,OFF
4089,151.971,1698,32,3,344,0,4082,0,0.47,0.45,1.00,140.00,22.75,23.25,101,50,16.53,3.27,13.96,4.57,0.37,OFF
4090,152.003,1692,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.00,23.50,101,50,16.46,3.24,13.77,4.55,0.35,OFF
4091,152.052,1706,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.25,23.75,101,50,15.24,2.73,13.77,4.57,0.35,OFF
4092,152.082,1712,32,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.25,23.75,101,50,16.17,3.12,13.96,4.55,0.35,OFF
4093,152.116,1723,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.50,24.00,101,50,15.89,3.00,13.96,4.55,0.35,OFF
4094,152.148,1718,32,3,328,0,4082,0,0.47,0.43,1.00,135.00,23.25,23.75,101,50,16.46,3.24,14.06,4.55,0.35,OFF
4095,152.179,1693,31,3,328,0,4082,0,0.47,0.45,1.00,140.25,23.00,23.50,101,50,15.89,3.00,14.06,4.55,0.35,OFF
4096,152.226,1704,31,3,344,0,4082,0,0.47,0.43,1.00,135.00,23.25,23.75,101,50,16.13,3.10,14.06,4.57,0.37,OFF
4097,152.258,1706,31,3,328,0,4082,0,0.47,0.43,1.00,135.50,23.25,23.75,101,50,15.50,2.84,13.77,4.55,0.35,OFF
4098,152.308,1715,31,3,328,0,4082,0,0.47,0.45,1.00,140.75,23.25,23.75,101,50,16.32,3.18,13.77,4.55,0.35,OFF
4099,152.338,1695,31,3,344,0,4082,0,0.47,0.45,1.00,140.75,22.75,23.25,101,50,16.17,3.12,13.67,4.55,0.37,OFF
4100,152.387,1678,31,3,344,0,4082,0,0.47,0.45,1.00,140.75,22.75,23.25,101,50,15.89,3.00,13.67,4.57,0.37,OFF
4101,152.418,1669,31,3,328,0,4082,0,0.47,0.45,1.00,140.50,22.50,23.00,101,50,16.17,3.12,13.77,4.55,0.35,OFF
4102,152.467,1695,31,3,328,0,4082,0,0.47,0.45,1.00,140.50,22.75,23.25,101,50,15.89,3.00,13.77,4.57,0.35,OFF
4103,152.499,1707,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,23.25,23.75,101,50,16.48,3.25,13.87,4.55,0.37,OFF
4104,152.549,1690,31,3,344,0,4082,0,0.47,0.45,1.00,140.25,22.75,23.25,101,50,16.27,3.16,13.87,4.55,0.37,OFF
4105,152.579,1693,31,3,344,0,4082,0,0.47,0.43,1.00,135.25,22.75,23.25,101,50,16.58,3.29,13.96,4.55,0.37,OFF
4106,152.627,1683,31,3,328,0,4082,0,0.47,0.45,1.00,140.00,22.50,23.00,101,50,15.19,2.71,13.96,4.57,0.35,OFF
4107,152.659,1702,31,3,344,0,4082,0,0.47,0.45,1.00,140.00,23.00,23.50,101,50,15.45,2.82,13.96,4.57,0.37,OFF
4108,152.709,1693,31,3,328,0,4082,0,0.47,0.45,1.00,140.00,23.00,23.50,101,50,16.13,3.10,13.96,4.57,0.35,OFF
4109,152.74,1675,31,3,344,0,4082,0,0.47,0.45,1.00,140.00,22.75,23.25,101,50,15.65,2.90,13.77,4.55,0.37,OFF
4110,152.787,1671,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,22.50,23.00,101,50,15.74,2.94,13.77,4.55,0.37,OFF
4111,152.818,1681,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,22.50,23.00,101,50,15.45,2.82,14.06,4.57,0.37,OFF
4112,152.854,1686,31,3,328,0,4082,0,0.47,0.44,1.00,139.75,22.50,23.00,101,50,15.24,2.73,14.06,4.57,0.35,OFF
4113,152.883,1683,31,3,344,0,4082,0,0.47,0.43,1.00,135.00,22.50,23.00,101,50,16.46,3.24,13.77,4.57,0.37,OFF
4114,152.913,1678,31,3,328,0,4082,0,0.47,0.45,1.00,140.50,22.75,23.25,101,50,16.17,3.12,13.77,4.57,0.35,OFF
4115,152.948,1684,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,22.50,23.00,101,50,15.65,2.90,13.77,4.57,0.37,OFF
4116,152.978,1675,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,22.75,23.25,101,50,16.36,3.20,13.77,4.55,0.37,OFF
4117,153.009,1662,31,3,344,0,4082,0,0.47,0.43,1.00,135.75,22.50,23.00,101,50,15.55,2.86,13.77,4.57,0.37,OFF
4118,153.057,1646,31,3,328,0,4082,0,0.47,0.43,1.00,135.75,22.25,22.75,101,50,16.13,3.10,13.77,4.55,0.35,OFF
4119,153.09,1671,31,3,328,0,4082,0,0.47,0.45,1.00,140.50,22.50,23.00,101,50,16.46,3.24,13.77,4.55,0.35,OFF
4120,153.126,1690,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,22.75,23.25,101,50,16.41,3.22,13.96,4.57,0.37,OFF
4121,153.154,1692,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,22.75,23.25,101,50,16.32,3.18,13.96,4.55,0.37,OFF
4122,153.187,1681,31,3,328,0,4082,0,0.47,0.45,1.00,140.00,22.50,23.00,101,50,16.32,3.18,13.96,4.57,0.35,OFF
4123,153.236,1654,31,3,328,0,4082,0,0.47,0.44,1.00,139.75,22.00,22.50,101,50,17.30,3.88,13.96,4.57,0.35,OFF
4124,153.267,1651,31,3,328,0,4082,0,0.47,0.44,1.00,139.75,22.00,22.50,101,50,17.30,3.88,13.96,4.55,0.35,OFF
4125,153.316,1675,31,3,344,0,4082,0,0.47,0.45,1.00,140.00,22.75,23.25,101,50,17.30,3.88,13.96,4.55,0.37,OFF
4126,153.346,1671,31,3,328,0,4082,0,0.47,0.44,1.00,139.75,22.50,23.00,101,50,17.30,3.88,13.96,4.55,0.35,OFF
4127,153.395,1672,31,3,328,0,4082,0,0.47,0.45,1.00,140.00,22.75,23.25,101,50,17.30,3.88,13.96,4.57,0.35,OFF
4128,153.426,1636,31,3,344,0,4082,0,0.47,0.44,1.00,139.75,22.00,22.50,101,50,17.30,3.88,13.96,4.57,0.37,OFF
4129,153.475,1633,31,3,344,0,4082,0,0.47,0.44,1.00,139.75,22.00,22.50,101,50,17.30,3.88,13.77,4.55,0.37,OFF
4130,153.506,1646,31,3,344,0,4082,0,0.47,0.45,1.00,140.25,22.00,22.50,101,50,17.30,3.88,13.77,4.57,0.37,OFF
4131,153.553,1651,31,3,344,0,4082,0,0.47,0.45,1.00,140.50,22.00,22.50,101,50,17.30,3.88,13.87,4.57,0.37,OFF
4132,153.585,1643,30,3,344,0,4082,0,0.47,0.45,1.00,140.00,22.00,22.50,101,50,16.63,3.31,13.87,4.57,0.37,OFF
4133,153.635,1601,30,3,344,0,4082,0,0.47,0.46,1.00,143.75,21.00,21.50,101,50,16.36,3.20,13.77,4.55,0.37,OFF
4134,153.666,1601,30,3,360,0,4082,0,0.47,0.46,1.00,144.00,21.00,21.50,101,50,16.27,3.16,13.77,4.57,0.39,OFF
4135,153.717,1608,30,3,360,0,4082,0,0.47,0.44,1.00,139.75,21.00,21.50,101,50,16.48,3.25,13.96,4.57,0.39,OFF
4136,153.747,1608,30,3,344,0,4082,0,0.47,0.46,1.00,143.50,21.00,21.50,101,50,16.58,3.29,13.96,4.55,0.37,OFF
4137,153.796,1578,30,3,360,0,4082,0,0.47,0.46,1.00,143.25,21.00,21.50,101,50,15.50,2.84,13.77,4.57,0.39,OFF
4138,153.827,1582,30,3,344,0,4082,0,0.47,0.46,1.00,143.75,21.00,21.50,101,50,16.22,3.14,13.77,4.55,0.37,OFF
4139,153.889,1630,29,3,360,0,4082,0,0.47,0.46,1.00,144.25,21.75,22.25,101,50,15.74,2.94,13.87,4.55,0.39,OFF
4140,153.921,1638,29,3,344,0,4082,0,0.47,0.46,1.00,144.25,21.75,22.25,101,50,16.32,3.18,13.87,4.57,0.37,OFF
4141,153.969,1677,29,3,360,0,4082,0,0.47,0.46,1.00,144.75,22.50,23.00,101,50,15.50,2.84,13.96,4.57,0.39,OFF
4142,154.001,1693,28,3,344,0,4082,0,0.47,0.45,1.00,140.00,22.75,23.25,101,50,15.98,3.04,13.96,4.55,0.37,OFF
4143,154.037,1729,28,3,328,0,4082,0,0.47,0.45,1.00,140.25,23.25,23.75,101,50,15.50,2.84,13.77,4.55,0.35,OFF
4144,154.065,1745,28,3,344,0,4082,0,0.47,0.45,1.00,141.00,23.75,24.25,101,50,16.08,3.08,13.77,4.55,0.37,OFF
4145,154.096,1762,28,3,344,0,4082,0,0.47,0.45,1.00,141.00,24.00,24.50,101,50,16.08,3.08,13.77,4.55,0.37,OFF
4146,154.145,1789,28,3,328,0,4082,0,0.47,0.45,1.00,140.50,24.50,24.75,101,50,15.84,2.98,13.87,4.55,0.35,OFF
4147,154.176,1818,28,3,344,0,4082,0,0.47,0.45,1.00,140.25,24.75,25.25,101,50,17.30,3.84,13.87,4.57,0.37,OFF
4148,154.212,1834,28,3,344,0,4082,0,0.47,0.43,1.00,135.00,25.00,25.50,101,50,17.30,3.88,13.77,4.55,0.37,OFF
4149,154.242,1843,28,3,328,0,4082,0,0.47,0.43,1.00,135.25,25.00,25.50,101,50,17.30,3.88,13.77,4.55,0.35,OFF
4150,154.273,1850,27,2,328,0,4082,0,0.47,0.43,1.00,135.25,25.00,25.50,101,50,17.30,3.76,13.77,4.57,0.35,OFF
4151,154.325,1880,27,2,328,0,4082,0,0.47,0.43,1.00,135.00,25.50,26.00,101,50,16.08,3.08,13.87,4.55,0.35,OFF
4152,154.355,1893,27,2,311,0,4082,0,0.47,0.43,1.00,134.75,25.75,26.25,101,50,16.27,3.16,13.87,4.55,0.33,OFF
4153,154.405,1923,26,2,328,0,4082,0,0.47,0.42,1.00,130.25,26.00,26.50,101,50,15.89,3.00,13.77,4.55,0.35,OFF
4154,154.432,1932,26,2,311,0,4082,0,0.47,0.43,1.00,135.00,25.75,26.25,101,50,16.41,3.22,13.77,4.55,0.33,OFF
4155,154.48,1959,25,2,311,0,4082,0,0.47,0.41,1.00,129.50,26.25,26.75,101,50,15.55,2.86,14.06,4.57,0.33,OFF
4156,154.51,1940,25,2,311,0,4082,0,0.47,0.41,1.00,129.50,26.25,26.75,101,50,16.48,3.25,14.06,4.55,0.33,OFF
4157,154.557,1969,24,2,311,0,4082,0,0.47,0.42,1.00,130.25,26.50,27.00,101,50,16.32,3.18,13.77,4.55,0.33,OFF
4158,154.589,1975,24,2,311,0,4082,0,0.47,0.42,1.00,130.25,26.50,27.00,101,50,16.08,3.08,13.77,4.57,0.33,OFF
4159,154.639,1986,23,2,295,0,4082,0,0.47,0.40,1.00,126.00,26.75,27.25,101,50,16.22,3.14,13.77,4.57,0.31,OFF
4160,154.669,1996,23,2,311,0,4082,0,0.47,0.40,1.00,126.00,26.75,27.25,101,50,15.93,3.02,13.77,4.57,0.33,OFF
4161,154.705,2007,23,2,311,0,4082,0,0.47,0.41,1.00,129.50,27.00,27.50,101,50,16.22,3.14,14.06,4.55,0.33,OFF
4162,154.734,2016,23,2,295,0,4082,0,0.47,0.40,1.00,125.25,27.00,27.50,101,50,15.60,2.88,14.06,4.55,0.31,OFF
4163,154.765,2013,22,2,295,0,4082,0,0.47,0.40,1.00,125.25,27.00,27.50,101,50,15.74,2.94,14.06,4.57,0.31,OFF
4164,154.813,2029,22,2,311,0,4082,0,0.47,0.41,1.00,129.75,27.00,27.50,101,50,15.79,2.96,13.96,4.55,0.33,OFF
